20,20
20.161,19.881
20.323,19.763
20.487,19.646
20.652,19.531
20.819,19.417
20.988,19.304
21.158,19.193
21.33,19.083
21.503,18.974
21.678,18.866
21.855,18.76
22.033,18.655
22.213,18.552
22.395,18.449
22.579,18.348
22.764,18.248
22.951,18.149
23.14,18.051
23.33,17.955
23.522,17.86
23.717,17.766
23.913,17.673
24.11,17.581
24.31,17.491
24.512,17.402
24.715,17.314
24.92,17.227
25.127,17.141
25.337,17.056
25.548,16.973
25.761,16.89
25.976,16.809
26.193,16.729
26.412,16.65
26.633,16.572
26.856,16.495
27.081,16.42
27.309,16.346
27.538,16.272
27.77,16.2
28.003,16.129
28.239,16.059
28.477,15.99
28.717,15.923
28.959,15.856
29.204,15.79
29.451,15.726
29.7,15.662
29.951,15.6
30.205,15.538
30.461,15.478
30.72,15.419
30.981,15.36
31.244,15.303
31.51,15.246
31.778,15.191
32.049,15.137
32.322,15.083
32.597,15.031
32.876,14.979
33.156,14.929
33.44,14.88
33.726,14.831
34.014,14.784
34.305,14.737
34.599,14.692
34.896,14.647
35.195,14.603
35.497,14.561
35.802,14.519
36.11,14.478
36.42,14.439
36.733,14.4
37.049,14.362
37.368,14.325
37.69,14.29
38.015,14.255
38.343,14.221
38.673,14.188
39.007,14.156
39.344,14.125
39.683,14.095
40.026,14.066
40.372,14.038
40.721,14.011
41.073,13.985
41.428,13.961
41.786,13.937
42.148,13.914
42.513,13.892
42.881,13.871
43.252,13.851
43.627,13.832
44.005,13.815
44.386,13.798
44.77,13.783
45.158,13.768
45.55,13.755
45.945,13.742
46.343,13.731
46.745,13.721
47.15,13.712
47.559,13.704
47.972,13.698
48.388,13.692
48.807,13.688
49.231,13.684
49.657,13.682
50.088,13.682
50.522,13.682
50.961,13.684
51.402,13.686
51.848,13.69
52.297,13.696
52.751,13.702
53.208,13.71
53.669,13.719
54.134,13.73
54.603,13.742
55.076,13.755
55.552,13.769
56.033,13.785
56.518,13.803
57.007,13.821
57.5,13.841
57.998,13.863
58.499,13.886
59.004,13.911
59.514,13.937
60.028,13.964
60.546,13.993
61.069,14.024
61.596,14.056
62.127,14.089
62.662,14.125
63.202,14.162
63.747,14.2
64.295,14.241
64.849,14.282
65.407,14.326
65.969,14.371
66.536,14.419
67.107,14.467
67.683,14.518
68.264,14.571
68.849,14.625
69.439,14.681
70.034,14.739
70.633,14.8
71.237,14.863
71.844,14.928
72.457,14.996
73.073,15.067
73.695,15.14
74.321,15.215
74.951,15.293
75.587,15.373
76.227,15.456
76.872,15.541
77.522,15.629
78.177,15.719
78.836,15.812
79.501,15.907
80.171,16.004
80.846,16.105
81.525,16.207
82.21,16.313
82.9,16.421
83.595,16.532
84.296,16.646
85.001,16.762
85.711,16.882
86.427,17.004
87.147,17.13
87.873,17.258
88.604,17.39
89.34,17.525
90.081,17.664
90.827,17.806
91.578,17.952
92.334,18.101
93.095,18.255
93.86,18.412
94.631,18.573
95.407,18.738
96.187,18.908
96.972,19.082
97.762,19.261
98.556,19.444
99.355,19.632
100.16,19.825
100.97,20.024
101.78,20.227
102.59,20.436
103.42,20.651
104.24,20.872
105.07,21.098
105.9,21.331
106.74,21.57
107.58,21.815
108.42,22.067
109.27,22.327
110.12,22.593
110.98,22.866
111.84,23.148
112.7,23.436
113.56,23.733
114.43,24.038
115.3,24.352
116.17,24.674
117.05,25.005
117.92,25.345
118.8,25.695
119.69,26.054
120.57,26.423
121.46,26.802
122.34,27.192
123.23,27.592
124.12,28.004
125.02,28.426
125.91,28.86
126.8,29.306
127.7,29.764
128.59,30.235
129.49,30.718
130.38,31.214
131.28,31.723
132.18,32.246
133.07,32.779
133.97,33.319
134.88,33.868
135.78,34.426
136.69,34.996
137.59,35.579
138.49,36.176
139.4,36.788
140.3,37.417
141.19,38.063
142.08,38.729
142.97,39.414
143.85,40.122
144.73,40.851
145.6,41.605
146.46,42.383
147.31,43.187
148.16,44.018
148.99,44.876
149.81,45.764
150.62,46.681
151.42,47.63
152.21,48.61
152.98,49.623
153.74,50.669
154.48,51.75
155.21,52.866
155.92,54.019
156.61,55.208
157.28,56.435
157.94,57.7
158.57,59.004
159.19,60.349
159.78,61.733
160.35,63.159
160.9,64.627
161.43,66.137
161.93,67.69
162.41,69.286
162.86,70.927
163.29,72.612
163.69,74.342
164.06,76.118
164.41,77.94
164.72,79.808
165.01,81.723
165.26,83.684
165.49,85.694
165.68,87.751
165.84,89.856
165.97,92.01
166.06,94.212
166.12,96.463
166.14,98.763
166.13,101.11
166.08,103.51
165.99,105.96
165.87,108.46
165.71,111.01
165.5,113.6
165.26,116.25
164.98,118.95
164.66,121.69
164.29,124.49
163.88,127.34
163.43,130.23
162.93,133.18
162.39,136.17
161.81,139.22
161.18,142.31
160.5,145.45
159.77,148.65
159,151.89
158.18,155.17
157.3,158.51
156.38,161.89
155.41,165.32
154.39,168.8
153.31,172.32
152.18,175.89
151.01,179.51
149.78,183.15
148.51,186.83
147.19,190.54
145.83,194.27
144.43,198.01
142.99,201.77
141.51,205.54
139.99,209.32
138.44,213.09
136.86,216.86
135.24,220.63
133.6,224.39
131.92,228.13
130.23,231.85
128.5,235.55
126.75,239.22
124.99,242.87
123.2,246.48
121.39,250.05
119.57,253.59
117.74,257.08
115.89,260.52
114.03,263.91
112.16,267.25
110.29,270.53
108.41,273.75
106.53,276.91
104.65,280
102.76,283.02
100.89,285.97
99.011,288.84
97.143,291.63
95.283,294.34
93.434,296.97
91.598,299.51
89.775,301.96
87.969,304.32
86.181,306.58
84.411,308.75
